text,label,summary
"Welcome to movie 17 on the chilling classics 50 pack. Where we'll see, That's right. Another movie that makes absolutely no sense. Seriously, this movie had me so confused at the end, i thought i was rewatching ""At Dawn they Sleep."" The plot seems simple enough....well that is until 3 seconds into the movie where a girl supposedly killed a cat and then...um.. explodes? i have no idea what happened. and that was BEFORE THE TITLE SCREEN. That's really sad when i can't even tell what happened in the first 3 minutes.<br /><br />Anyway it stars a photographer with a big mustache who finds this girl after dumping his other girlfriend on the way to take pictures of something somewhere. so we get there but not before somebody steals their jeep to drive it 200 feet out of the way towards a town. suspicious? nah. so they decide to stay at this deserted village with one old lady. and then blah blah stuff happens and blah blah talking. The guy with the mustache goes out in the fog for some reason even though the old lady tells him not to. He gets lost and then finds his way back.<br /><br />Oh, i forgot to mention this is all after an incredibly pointless 20 minutes of them staying in the house of a guy who looks like that buggy eyed guy from casablanca. Then they leave. There's really no point to this scene. It's really just padding. if you cut it out no one would have noticed or cared.<br /><br />But sadly, that was actually the best part of the movie. wait. let me rephrase that. REALLY sadly that was the best part of the movie. because the rest is so confusing that i had to look on IMDb to find out what happened. But of course no one else knows so i'm SOL. <br /><br />Seriously, the last 30 minutes of the movie were some of the most mindscrewing moments i've ever seen on film. They dressed her up in a dress, he gets kidnapped, then released, he runs back to the house, then at the end the witches are in the house and it ends? seriously. i have hardly ever been so confused in a movie. i mean, as bad as movies such as ""War of the Robots"" are, at least they MAKE SENSE. this movie doesn't even make the ATTEMPT to be coherent. the ending was as confusing as the end of ""At dawn they sleep"" and the plot was much more boring. This movie gets a 1 just for its sheer ""i have no idea what happened in this movie""ness. ""Witches mountain"" gets 1 confused movie watcher out of 10.",0,"Movie 17 on the Chilling Classics 50 pack, Witches Mountain, is a completely incoherent and confusing film with a nonsensical plot, pointless scenes, and a mind-boggling ending that left the viewer utterly bewildered."
"You should know that I am the type of person that watches even the worst of movies to the finish, often out of sheer morbid curiosity. I even watched Leprechaun to the end before giving in to the temptation of tearing out my eyes and stamping on them. You should also know that this movie was in my VCR for less than half an hour before I made a frantic leap for the stop button and dashed back the rental store just to put as much distance between me and it as possible.",0,"I'm the type of person who watches even the worst movies to the end out of morbid curiosity, yet this particular film was so bad that I stopped it after less than half an hour and rushed to return it to the rental store to escape its awfulness."
"As a horror-movie fan I try to watch all significant novelties of this genre, especially those which are the products of my native cinema. And I can say that that the ""Power of Fear"" (or ""Vedma"" as the Russian title of it) is one of the weakest film among them. Firstly, it can't scary even a little kid, it paces so slowly and so predictable that there is no place for the real horror. Frankly speaking, it's bad in all points: from the goofy plot (I don't know why the Russian producers/director decided to transform the classic story about Ukrainian witchcraft into some lame and ridiculous modern-day-America thriller. I absolutely agree with the previous reviewer  it doesn't thrill a bit) and to the terrible and cheesy actors' work. All actors including the leading Valeri Nikolayev and Yevgeniya Kryukova who are quite famous in Russia look like wooden dolls or something like that and it seems to me they didn't even bother to play at all, only spoke their English lines without any expression. And at the end I don't really understand why they filmed this flick in English with Russian actors? I think it was their wrong turn. At least they could cast some American or English actors for the leading parts to make them look more convincing. The same I can say about so called ""small American town backgrounds"" which were shot in Estonia and look like it. The only positive moment I found in the ""Power of Fear"" is the visual effects. They are not excellent but rather good for the Russian film. And the music is OK, at least it doesn't irritate me. That's why I give it two stars. Overall, if you want to see good horror film  don't waste your time and money on this boring flick. And if you are looking for something that claims to be a Russian horror I'd advise you to find a copy of ""Viy or The Spirit of Evil"". It's really the terrific movie based on the same novel as ""Power of Fear"" but much, much better.",0,"As a horror-movie fan, I was disappointed with ""Power of Fear"", a weak Russian horror film with a goofy plot, terrible acting, poor English dialogue, and unconvincing American town backgrounds, redeemed only by decent visual effects and music, and would recommend ""Viy or The Spirit of Evil"" instead."
"I am fully aware there is no statistical data that readily supports the correlation between video games and real life violence. The movie is false and phony because it is in complete contradiction of itself, which is what I tried to emphasize in my original review. The movie fails, not necessarily because I really do think these kids were influenced by video games, but because the movie sets it up as ""random"" and doesn't follow through. Let me clarify. In Aileen: Life and Death of a Serial Killer, you can see her claims about the police and being controlled by radio waves are ridiculous, yet she is so troubled, she really believes them to be true. The viewer can make the distinction however. In Zero Day, the 2 kids keep saying how they are not influenced by anything environmental, which is obviously false since everything they do contradicts this. Neo-nazism, talking about going on CNN with Wolf Blitzer (which is laughable not only because they know his name, but its a shameless attempt by the filmmaker to get coverage of his bad movie)..etc. This movie doesn't depict 'reality', it shows nothing but phoniness to prove a point. Unfortunately you fell for the bait and didn't see this, and you didn't pick up on it from my review either. The entire movie is just taking Michael Moore's hypothesis and applying it to something ""real life"" in hopes of validating and it fails, not necessarily because the hypothesis is wrong, but because the movie is wrong and doesn't support it. Of course I don't think kids that play video games are more likely to kill people, but if I'm not mistaken, didn't video tape exist of the Columbine kids (or some teen killers) shooting guns in the forest claiming how much they looked or acted like the weaponry in Doom? Hmmmmmmm, the distinction is kids are most likely aware of the media, influenced, but obviously balanced or intelligent enough that its not even an issue. Zero Day is a bad movie not because I really believe a correlation exists, but because the film maker doesn't know what hes trying to say, and the movie does more to disprove his point then support it. It's almost as if the new ratings given to video games made someone upset so they came up with 'Zero Day' in retaliation. If you want to see the 'mindless' teen killer theory pulled off right, go watch Bully.",0,"The movie Zero Day is a flawed and phony portrayal of the correlation between video games and real-life violence, failing to effectively make its point due to its own contradictions and biases, rather than presenting a genuine exploration of the issue."
"Shaggy & Scooby-Doo Get a Clue. It's like watching a much-loved relative in the final throws of a degenerative illness!! Clearly the work of people with no soul, no love or respect for the original work. What in the name of all that's holy were they thinking of? It seems they were trying to go all post-modern and ironic. Instead it's just abysmal swill!! What's the point in taking up a successful franchise like 'Scooby-Doo' if you just going to flush it down the toilet? My son loves the original series - and even some of the spin-off movies - but he can't stand this drivel! And let's face it, you can't argue against the tastes of a seven year-old",0,"The reboot of Shaggy and Scooby-Doo, 'Get a Clue', is a disastrous, soulless, and abysmal take that betrays the original series and even a seven-year-old can see its drivel."
"Seriously - avoid this movie at any cost. I just saw it in my first ""sneak preview"" ever and although I paid non-refundable money for it, I walked out of the cinema after a mere 15 minutes. Which already includes 2 minutes of discussion among my friends whether or not to leave. First time EVER I walked out of a movie. And I lived through some pretty bad ones.<br /><br />It's one of those films that is dubbed (and badly so) even though it is shown in its original language. It relies on the oldest, simplest and cheapest jokes in the book. On the military (""What do we do once we reach the fighting zone?"" - ""You get out of the car and die""; actually, it's much funnier to read here that the way it was delivered in the film), on drugs (a guy eats some ""space cookies"", behaves really silly and misses his wedding or has to live through it while high - all badly written and acted), on women in the army (""Why do we only get trumpets? We were promised guns!"" - ""That's the way it is, that's the way it'll stay"")... Argh. Okay, you might actually find these genuinely funny, but in that case you seriously scare me.<br /><br />Additionally, I have seen better acting in the kind of soft porn films you get on European late night TV. So it had lame jokes (delivered badly), beyond lower average acting, lacked pace, was badly dubbed and edited  It just didn't work. At least not on any level used as a measure for films.<br /><br />I would even be so bold as to say that this flick proves that there are people who can be a lot less funny zan zee Germans. And that's saying something if you like stereotypes. (Which I don't, it's nice to play with them, though. Just in case somebody thinks I'm not being PC enough.)<br /><br />Instead of going to see this film, do something useful. Try to teach crocheting to prawns, paint your toenails in a really irritating colour, disassemble your bicycle, change some light bulbs, try to understand Einstein's theories, convert to a different religion and back - in fact, go and listen to ""Last Christmas"" by Wham! on endless repeat. Anything, but don't watch this awful flick.",0,"Avoid this movie at any cost, it's a poorly dubbed, badly acted, and lazily written film that relies on cheap jokes and lacks pace, making it a waste of time compared to doing anything else, including teaching crocheting to prawns or listening to Wham!'s 'Last Christmas' on repeat."
"Lets first start this review with the fact that I SIGNED UP JUST TO WRITE THE REVIEW AND WARN PEOPLE TO SAVE Their MONEY!!<br /><br />This was one of the worst pieces of trash i have seen since The Hulk. The storyline was the most predictable garbage you could possibly come up with. If you are expecting 24 but on the big screen, flush that expectation down the toilet immediately along with the money you would use for a ticket.. You may get more enjoyment that way. The acting was terrible, the plot was completely unrealistic, (along with the so called ""twist"" in the end. I must say this.. The ending did surprise me. I am not referring to the plot twist that surprised me, but instead the effortless manner that they put together what could be considered the ONLY scene of somewhat decent action in the entire movie. They rushed the ending so quickly that I didn't even realize that it was over until I saw the credits rolling and at that point i considered burning the reel of film if I could just figure out how to get into that screening room.<br /><br />Casting was awful for a few reasons. First of all, they must have accidentally switched the character assignments, because Michael Douglas played the roll that CLEARLY Keifer Sutherland should have been playing. While Douglas was sneaking around agents, tapping phone lines, hacking into systems and taking out people who are chasing after him, Sutherland plays the less capable agent who is always in a bad mood even when things aren't going that badly for him. He plays a very bland agent, nothing like his Jack Bauer type roll us 24 fans love.<br /><br />I can just about promise you that this movie will disappoint in all areas. It can be best compared to a remake of the ""The Fugitive"" / ""In The Line of Fire"" but written by people with mental disabilities",0,"I signed up to write this review to warn people to save their money, as this movie is one of the worst I've seen, with a predictable and unrealistic storyline, terrible acting, and poor casting, making it a complete disappointment in all areas."
"A lot of people seemed to have liked the film, so I feel somewhat bad giving it a bad review. But after sitting through 96 minutes of it, I feel I have to do so. Where the heck is the plot in this film?! I must have missed it, I was waiting for the storyline to unfold and nothing happened. Sure the ending was ""somewhat shocking"" but they didn't build up to it. I forgot who was who half of the time, so they didn't really develop the characters. The acting was so-so, most of the time it was believable, but I was able to see through it most of the time. So... without giving anything away, I must say that unless you like the actors in the film, there is no real reason to watch this movie. I could be mistaken, but I just didn't understand why there was so little, or too much of the film. I can't decide which one that would be, so I say judge for yourselves. I don't even know if renting it would be a good idea, the cost and all... <br /><br />Plot: 0/10 Characters: 1/10 Acting: 2/10 Overall: 3/10 I feel like that's too high really, I am staying with my vote up at the top.",0,"Despite the film's seeming popularity, I was disappointed by its lack of plot, underdeveloped characters, and average acting, making it not worth watching unless you're a fan of the actors involved."
"To me this just comes off as a soap opera. I guess any depiction of profligate people can be considered ""social commentary."" But in the final analysis, I simply don't care how you characterize this film. None of the characters are very likable or engaging. I felt no chemistry between Hudson and Bacall. If there is a love story here, it is lost in the malaise. And despite the twist ending provided by a complete and immediate (and therefore, incomprehensible) reversal by Dorothy Maguire on the witness stand, the story is insufficient to hold my interest. No matter how much Freudian symbolism and psychology are throw in, this story is sleazy, melodramatic and trite.<br /><br />Rock Hudson is nobly wooden. This is Lauren Bacall's least engaging role and one of her poorest performances. Dorothy Maguire and Robert Stack deliver more inspired performances, but her character is vile, and his is pathetic. Robert Keith, as the loving, out-of-touch father of two miscreant adult children, is the most sympathetic character. Most interesting of all, however, is the severe-looking Robert Wilke in a small role as the bar owner. He is best remembered as a nasty henchman in countless Westerns, but here he is an honest, likable fellow.<br /><br />I take my social commentary with an interesting, engaging story and a few likable characters, thank you.",0,"This film's unlikable characters, lack of chemistry, and overly reliant use of Freudian symbolism make it come across as a sleazy, melodramatic, and trite soap opera that fails to hold interest, despite a few notable performances."
"Of all the movies I've seen, this one rates almost at the bottom (Haunted Mansion, Nothing but Trouble and a few others keep it from reaching rock bottom.) It is hasty, the story is shaky and the events depicted are poorly acted. Of course we have to lay some of this at the book writer's door. The book the movie was filmed after is outrageously ponderous, and illogical. Oprah gives a palatable appearance as ""Bigger's"" mom, but is not nearly at her potential. Other famous performers also seem to be at their worst. The plot which centers around an African American who decided to take a job as a chauffeur. In driving the family daughter to a communist dinner he becomes acquainted. One thing leads to another and the girl gets drunk. Now the family he's working for are not against blacks, but he thinks they are. So when he comes home he puts her to bed, but she begins caterwauling. The blind mother (yes) hears this, so Bigger tries to silence her, but instead smothers her. Now fearing he's really in trouble for killing a white girl he does what any logical thinking man would do--he shoves her into the coal furnace. So investigators are carrying out a missing person case and lo they check the furnace (the idiot didn't have the foresight to get rid of the ashes. He is then arrested and the last hour or so are obnoxious segments from the courtroom. If your desperate for a bad movie, this one could do the job, but if you seriously want to learn about culture issues in th 40's and 50's or see a good drama, there are a lot better options. Avoid this.",0,"This movie is a poorly acted, illogical, and hasty adaptation of a ponderous book, with a shaky story and cringe-worthy performances, making it a bad choice for learning about cultural issues or enjoying a good drama."
"This is the only film I've seen that is made by Uwe Boll, I knew that he is probably the worst director ever who always makes films based on video games also that ""House of the Dead"" is one of IMDb bottom 100. But I still wanted to watch it because I'm a huge fan of the game and I wanted to see what doe's the film have that makes it so bad. After watching it I do agree that it is crap, the movie had no story. In the first 15-20 minutes there was nothing but topless teenage girls with no brains running about (for a moment there I was wondering are the zombies brain-dead? or the girls are?) then at night time the zombies popped out of nowhere & started attacking people later a woman started shooting them I mean it takes you one place then the other every 5 minutes. Is it supposed to be a comedy?, or horror? or both? Before I knew it I fell asleep at the second half & woke up during the end credits so I did not manage to watch all of it, which is a good thing! The film is a true insult to the classic game, Uwe Boll please do not make any more films. Thank you!",0,"I reluctantly watched House of the Dead despite its reputation as one of the worst films on IMDb, and unfortunately, it lived up to its bad reviews with a nonsensical storyline, excessive gratuitous content, and a confusing tone that left me falling asleep halfway through."
"I'm a big fan of horror flicks, and zombie films are a particular favorite of mine. That said, Zombi 3 is one of the absolute worst films I have ever seen. So needless to say I really enjoyed it, it's the best bad movie I've seen in a long while. The story has some similarities with Dan O'Bannon's ""Return of the Living Dead"", but whereas that film was intentionally funny, this one is the opposite. It has some of the most laughable acting I've ever witnessed, especially from the main scientist character. His scenes with the General were just hysterical. Also, the effects are subpar and in many cases sloppy, and the death scenes are often just downright stupid. This, of course, makes it all the more fun. POSSIBLE SPOILER - The worst is the scene where the guy opens the refrigerator door and sees the severed zombie head, which then opens its eyes and somehow FLIES OUT OF THE FRIDGE (obviously pulled out ineptly with a bit of string), latching onto the guys neck, killing him. Zombie heads have the ability to float in the air now? It defies every law of physics known to man, and it's one of the most absurd things ever filmed. That's just one of many really goofy moments in the idiotic mess. I can't believe it's gotten so high a rating here. If you are a fan of bad movies, do yourself a favor and rent this sucker.",0,"I'm a big fan of horror flicks, and despite Zombi 3 being one of the worst films I've ever seen, I really enjoyed its laughable acting, subpar effects, and absurd moments, making it the best bad movie I've seen in a long while."
"""Cement"" is a bad movie about a bad cop (Penn) with a bad attitude and a bad disposition who has a bad guy in a bad way up to his cajones in fast drying concrete. While we're waiting for the cement to dry and the film to figure out what it's about, we're periodically jerked back in time without rhyme or reason so we can watch events leading up to the cement thing. A boring junk flick overall, ""Cement"" suffers from lack of a story, a clumsy execution, and that most ubiquitous of filmdom's faults; no reason to care. A time killer for the needy couch potato at best. (D+)",0,"Cement is a poorly made, unengaging movie about a bad cop with a bad attitude, suffering from a lack of story, clumsy execution, and a lack of investment, making it a boring junk flick at best."
"Having watched both the Lion King and Lion King II and enjoyed both thoroughly. I thought Lion King 1.5 might be worth watching. What a disappointment ! Disney must be getting desperate for revenues.<br /><br />Especially now that they lost the deal with pixar.<br /><br />Basically, they just picked up some bits of footage that were left on the editor's floor (or garbage can) and glued them together to make a<br /><br />quick buck. Unlike LK I & II, both of which had strong story lines.<br /><br />This movie hardly has a story at all. While the characters and animation are always fun to look at, there is simply not enough material here for a movie. Some of the bits could have been good 2nd disk fillers on the original offerings.<br /><br />Disney - Shame on you for putting this trash out to make a quick buck!<br /><br />Next time take the time and effort and put our an enduring work.",0,"I was thoroughly disappointed with Lion King 1.5, feeling it was a hastily assembled collection of leftover footage with no coherent storyline, and a clear attempt by Disney to cash in quickly."
"First of all I just want to say that I LOVE this show!!! But this episode...this episode makes a mockery of the entire show.<br /><br />I don't know what they tried to achieve with this episode but they successfully created the WORST episode in the entire series.<br /><br />There is no story line, everything is chaotic and the jokes.....are crap.<br /><br />The way they tried to answer some of the remaining questions in the game..... For example ""how do the furlings look like"" by creating that stupid ""previously on...""......is simply embarrassing.<br /><br />Its clear that the writers are running out of ideas and that is really too bad.",0,"I love this show, but this episode is a mockery of the entire series, with no storyline, chaotic scenes, bad jokes, and a failed attempt to answer remaining questions, making it clear the writers are running out of ideas."
"Yes, you guessed it. Another movie where identical twins switch places. I think now that the Olsen twins are getting older they should try and make the plot less predictable and less like re-runs of 'Full House'. If you plan on seeing this film, don't. Watch 'The Parent Trap' instead. It's more entertaining.",0,"Another movie with the overused plot of identical twins switching places, making it predictable and less entertaining than 'The Parent Trap'."
"Ok so here's the basic plot. It is 1933, Peter Sellers is Dr Fu Manchu, a 168 year old Chinese man who has lived quite a long time. The film opens with his birthday in which he celebrates by drinking a special elixir that (even the film never mentions) prolongs his life. Well on this occasion the elixir is clumsily dropped by an assistant (Kato if you remember the Pink Panther movies) and he orders his minions to then go find 6 rare items to make the elixir. This creates a global man hunt in which his henchmen end up robbing museums of diamonds and venturing into London, to meet up with Dr Fu's nemisis, a retired Scotland Yard detective Nayland Smith, also played by Sellers who tries to stop him in what is suppose to be a witty comedic adventure.<br /><br />This was apparantly Sellers last full length feature film that he made before he died. The terrible tragedy is that he was in it. Sellers who is such a gifted comedian and has had memorable 'funny' roles in the Panther movies and particualrly in the movie 'The Party', is anything BUT that in this film. This film was absolute torture to sit through and I couldn't even finish it. He completly DIES and I kept cringing while watching Sellers performance. After coming of the great work of 'Being There' a year earlier how, I mean HOW can he make this and HOW did this thing even get made??? Like one person mentioned the first 10..15 minutes are ok but then it is ALL DOWNHILL...<br /><br />Avoid like the plague.<br /><br />Rating 1 out of 10.",0,"In 1933, Dr. Fu Manchu, a 168-year-old Chinese man played by Peter Sellers, celebrates his birthday by drinking a life-prolonging elixir, which is accidentally spilled, leading to a global manhunt for six rare items, amidst a poorly received comedic adventure that is Sellers' last full-length feature film before his death."
"A good cast is appallingly wasted in this slower than molasses and haphazardly connived comedy. Peter Ustinov tries hard here to bring something to life but the result is a dour bore that misses all the right beats that might have made it watchable. Regardless of the favorable comments here, this film is awful. Badly directed. Badly edited. Badly acted. Badly written. You need to sit through a hundred movies to come across one this bad.<br /><br />The muddled and excruciatingly laggard plot concerns Ustinov conning his way into an American insurance company in order to hack their computer and embezzle millions of pounds. How he does it is beyond lameness and credibility (he just learns his computer skills seemingly overnight by reading some pamphlets, and hoodwinks computer expert Robert Morley into going to South America and stealing his identity).<br /><br />As a side plot, Ustinov romances fellow loner Maggie Smith, who just happens to become his secretary by chance after he gets a flat in her building. She ends up sharing scenes that have sexual undertones with Bob Newhart that go nowhere, while Ustinov goes about grafting the money bit by bit and trying to keep one step ahead of Newhart and Karl Malden. Then he Marries Smith and they fly off to Brazil, which has become the staple finale of almost every British caper comedy since (Nuns on the Run? A Fish Called Wanda?)<br /><br />The surprise twist of an ending is more laughable than everything that came before. By the end I was thinking I must be truly off my rocker to stick out drivel like this. Even a cameo by Cesar Romero didn't help it. One of the most unfunny, poorly paced 'comedies' I've ever seen, and certainly the worst caper. Don't waste your time. If you love this you need to see better films.",0,"The film is a poorly executed, slow, and unfunny comedy that wastes a talented cast, including Peter Ustinov and Maggie Smith, with a nonsensical plot, bad direction, editing, and acting, and a laughable twist ending, making it a complete waste of time."
"What a weekend. Two days ago I watched the first half of ""War Games 2: Dead Code"", now ""While she was out"". I am trying to come to a decision which one was worse in terms of pain in my mind while watching. I guess, ""While she was out"" was worse.<br /><br />It has all been said before in other comments: Unrealistic, illogical etc. - the only thing I really have to add is that at some point I started feeling more for the evil guys than for the woman because I would have recommended her for a Darwin award if she actually died (only watched first half, so I don't know). Soon I was at two Darwin awards (if that's even possible) for her immense stupidity.<br /><br />And, hey: Produced by Kim Basinger? So she did not only know the script but was also responsible for bringing this waste of money to us, the people? I consider humans who waste considerable amounts of money to be evil because the money could have used to feed and clothe quite a few people instead of hurting 80 percent of those who saw it in the cinema and giving 20 percent, which are idiots, a good opportunity to show just how much of an idiot they are.",0,"I watched two terrible movies, 'War Games 2: Dead Code' and 'While she was out', with the latter being worse due to its unrealistic and illogical plot, making me feel more sympathetic towards the villains than the protagonist, and I'm appalled that Kim Basinger produced it, wasting money that could've been used to help people."
"I've seen thousands of movies and have never written a review, but the Red Eye I witnessed is so at odds with the glowing tributes posted here that I'm compelled to offer my two cents in protest- and vote the lowest score possible just to bring the average closer to reality. <br /><br />This is a dull, boring stinker of a film that is memorable only for its apologist depictions of the terrorists' target (a John Bolton-esquire bully diplomat who's really a great guy, don't you know) and of the oh-so-handsome and popular Dr. Phil (whose bestselling book, one learns, is read by frequent fliers worldwide). The only real Red Eye I experienced was from rubbing my eyes in disbelief.<br /><br />Before you fork out $10 or so dollars for this B movie, read the selected 'Quotes (from trailer)' above, and ask yourself if you'll really enjoy a movie in which these were the cleverest lines to be found. Unfortunately, nothing else in this film is any better. The basic premise is goofy as hell; the acting is bland and uninspired, completely lacking in pro/antagonist chemistry; the potential for suspense is thwarted at every turn- except during the last five minutes- by poor directing and anticipatory editing; the script is riddled with incongruities like: early reveals of the heroine as a university lacrosse star are called into question when she later battles the antagonist with a field hockey stick; and the plot holes are wider than First Class (while character development is strictly Coach).<br /><br />And then there are the moments of extreme ridiculousness, like when the daughter of a high level public servant does NOT head straight for airport security, at her first opportunity, to warn them of an assassination plot against the both the head of Homeland Security and her father. Or when that same woman runs hell-bent-for-leather along slick airport linoleum, arms pistoning and veins in her neck bulging, while wearing 4 inch stiletto heels. Or when her pursuer chases likewise with a sucking wound in his trachea. Or when terrorists use a fishing pole to bring up their weapon from the freaking harbor bottom. I'm always willing to suspend disbelief, but I'm not going to leap from 30,00 feet without a parachute.<br /><br />The one good thing I can say of this movie is that it portrays women who are capable (even in bimbo form) of handling the most extreme emergencies- the kind of gender imaging sorely lacking in American movies. Other than that, this movie never really takes off, and is no more thrilling than the red eye flight from Boston to NY. Remember the last time you got suckered by deceptive trailers and glowing tributes- in this forum or elsewhere? This is one of those times. Wait for the Red Eye video, and don't watch it then, either.",0,"I'm compelled to write a scathing review of Red Eye, a dull, boring, and ridiculous film with a goofy premise, bland acting, poor directing, and numerous plot holes and incongruities, completely undeserving of its glowing tributes."
"Two years before he wrote and directed ""Arthur"", Steve Gordon had a minor hit with his screenplay for this crackpot comedic vehicle for Henry Winkler, then TV's ""The Fonz"". A 1950s college thespian (and all-around jerk) woos a co-ed and gets married without any employment prospects on the horizon; to make ends meet, he turns to the flamboyant world of wrestling, eventually becoming a ""Gorgeous George""-like celebrity. Turning likable Winkler into an obnoxious goof-off probably sounded like an interesting idea at the time (and a sure way to separate him from his television alter-ego), but the jokes and situations are often wrong-headed and mean, staged rather sloppily by director Carl Reiner. Particularly crude is a wincing bit involving Hervé Villechaize (of ""Fantasy Island"") putting the moves on Polly Holliday (Flo from ""Alice""). As Henry's beloved, Kim Darby looks a little out of her element--particularly when surrounded by all these TV hams--rendering the romance aspect of the script inconsequential. *1/2 from ****",0,"Steve Gordon's screenplay for the 1978 comedy film, starring Henry Winkler as a 1950s college thespian who becomes a wrestling celebrity, features wrong-headed and mean jokes, sloppy direction, and a crude subplot, making the romance aspect of the script inconsequential."
"I, also having endured hundreds of children's movies in the past, consider this to be one of the worst I have ever seen.<br /><br />1) I resent in this day and age having to explain to my children that Russia is not ""the bad guys"". Also, that mocking Russian names like ""Poopchev"" is inappropriate.<br /><br />2) The grandfather fly's birthday party scene contained a quasi-sexist joke in which he implied that males drink beer and women talk on the phone. Two other flies also needlessly use the word ""crap"" twice.<br /><br />3) The whole movie largely smacks of 1950's stereotypes and propaganda that I thought we, as a nation, were proud to have risen above.<br /><br />In all it's just crude, badly animated, even more badly written and not worth wasting the time to view.",0,"I consider this movie to be one of the worst I've ever seen, with its outdated stereotypes, inappropriate humor, and crude animation making it not worth watching."
"This is a fascinating film--especially to old movie buffs and historians (I am both). During the first half of the twentieth century, sadly, Black Americans were usually not allowed into White theaters. As a result, theaters catering to Black audiences wanted to show films reflecting the Black experience and showing Black actors. In many cases, the films were essentially similar plot-wise to standard Hollywood fare, but with a much, much lower budget--and usually horrid production values. You really can't fault the film makers--they just didn't have the money and resources available to the average film company. As a result, they had to make due with a lot less--including an over-reliance on stock actors that were seen again and again, no money for re-shooting scenes and a need to get the films done FAST! This film tried very hard to be a Black version of a Gene Autry film--starring Herb Jeffries instead. Jeffries was a light-skinned man from mixed ancestry and he starred in several similar cowboy films. In each, he sings a little, fights a little (though VERY poorly) and loves a little--everything you need in a cowboy. Believe it or not, Jeffries is STILL alive at age 96.<br /><br />The general plot was indiscernible from an Autry picture--complete with anachronistic items such as telephones out West! The problem is that despite its similarities, the low budget shines through. Stymie (from the Li'l Rascals) flubbed a few lines but they just left it in, the fight scenes were totally unchoreographed and were among the worst ever put on film, there were some odd plot holes, there was no background music (leaving the film strangely quiet) and the acting was pretty awful.<br /><br />Now this does NOT mean that the film isn't worth seeing--only that it abouts with technical problems that prevent it from being scored higher. One reviewer, oddly, scored this film a 10! How this can be with all the problems is beyond me. However, I can understand a person liking the film despite its many problems. The plot is generally pretty good, the characters likable, the musical numbers excellent and you know that the people making the film tried so darn hard AND it's a very important piece of American history. But a 10!? <br /><br />By the way, in an odd bit of casting, the very tall, lean and almost white-skinned Jefferies is paired with short, dumpy and exceptionally dark Mantan Moreland....as his brother!! Also, Spencer Williams may be familiar to you. He played Andy on TV's ""Amos 'n Andy"".",0,"This fascinating film, a low-budget Black version of a Gene Autry western starring Herb Jeffries, is worth seeing despite its numerous technical problems, including poor acting, fight scenes, and plot holes, due to its importance as a piece of American history and its likable characters and musical numbers."
"OK..... This is the third in the series of carnosaur. Lets star with the dinosaur puppets! In the start of the film you cant See the Dino's cause when the body count starts you can only See the Dino's eye vision, pretty smart to hide the bad puppets! and maybe in 16 minutes forward on the film some special force team with Scott Valentine as the leader Rance, the team walks into the warehouse and then they begins to find body parts and dead body's after the Dino rampage, after a while some big box comes failing on the team and you can hear a velociraptor scream, pretty creepy!!! and then a black girl walks forward and now one blooper is found! It pops up a raptor hand and slashed her face but if you pause when the raptor hand comes you can See that its just a guy with a hand puppet!? WTF! The story is simple. 1. Some terrorist's attacks some truck cause they though It wash some weapons in there. 2. They where dead wrong it seams to be ten tons raptor and one giant t-Rex in there! How did the t-Rex fit in there??? 3. Rance and some nerds will kill the dinosaurs! Sadly some stupid blond girl told him to capture one of them alive=( 4. Holy Jesues the raptors have wheels on their feats! 5. The Dino's is now on a boat in the pacific. 6: Strange i didn't know that the t-Rex had a strange thing on hes neck??? 7. THE END. The film is good if you want a good laugh. 5/10",0,"This film, the third in a carnosaur series, follows a special forces team as they battle dinosaurs, including velociraptors and a t-Rex, that escape from a truck and wreak havoc, with plenty of cheesy moments and a 5/10 rating."
"Two old buddies are sent to Japan to get back results of a genetic research containing videotape, which is stolen by the black suited ninjas at the beginning of the movie. First they just have to learn some ninja skill, because ""only ninja can beat the ninja.""<br /><br />Sakura killers tries hard to be enjoyable ninja-flick but fails that badly. The whole movie is just so hollow and predictable that is hard to say anything good about it: Same plot has been seen in different variations dozens of times before, characters are too briefly drawn, direction is dull and script doesn't offer anything surprising, even in the ending scene, which by itself reduced movie's (trash)value.<br /><br />Even 80's ninja-flick-fan, who understands the esthetic of trash-movies, is hard to find this movie even barely enjoyable. It simply doesn't offer anything new to viewer, neither in visual level nor in plot. Shurikens are thrown and katanas are swinging, but it's not enough to lead the movie direction it meant to be and recurred similar fighting scenes numbs even the most calloused viewer after the first 30 minutes.<br /><br />It's hard to recommend movie to anyone. Even Franco Nero's clumsy performance in ""Enter the Ninja"" falls behind Sakura killer's American-ninjas. Even in visual level movie doesn't have any balls and it's waste of time to try to find any great fighting scenes in this movie: There isn't any. In all, one of the most futile ninja-flicks, I've ever seen. Doesn't interest even in curiosity. Trust me on this one.<br /><br />½ out of 10.",0,"The movie Sakura Killers is a predictable and unenjoyable ninja film with a hollow plot, dull direction, and unimpressive action scenes, making it a waste of time to watch."
