prompt,answer,label,cot_gold,pred,cot_pred,correct_pred,correct_cot
"Answer to the following question as shown in the following examples.
Impuses are not tall. Zumpuses are not large. Zumpuses are lempuses. Jompuses are numpuses. Numpuses are crazy. Each lempus is happy. Impuses are happy. Impuses are jompuses. Each rompus is tall. Lempuses are rompuses. Jinx is a jompus. Jinx is a zumpus.

Question: Is Jinx tall?
Think step by step.

(1) Jinx is a zumpus.
(2) Zumpuses are lempuses.
(3) Jinx is a lempus.
(4) Each lempus is a rompus.
(5) Jinx is a rompus.
(6) Each rompus is tall.
(7) Jinx is tall.
Answer: Yes


Each grimpus is a sterpus. Each zumpus is a lempus. Each impus is blonde. Impuses are zumpuses. Sterpuses are wumpuses. Each grimpus is not hungry. Lempuses are not crazy. Each wumpus is not blonde. Each sterpus is heavy. Each impus is heavy. Trux is a grimpus. Trux is a zumpus.

Question: Is Trux blonde?
Think step by step.
","Let's break it down step by step:

(1) Trux is a grimpus.
(2) Each grimpus is a sterpus.
(3) Trux is a sterpus.
(4) Sterpuses are wumpuses.
(5) Trux is a wumpus.
(6) Each impus is blonde.
(7) Impuses are zumpuses.
(8) Trux is a zumpus (from statement 1).
(9) Since Trux is a zumpus, it is also an impus (from statement 7).
(10) Therefore, Trux is blonde (from statement 6).

Answer: Yes",No,"['Trux is a grimpus.', 'Each grimpus is a sterpus.', 'Trux is a sterpus.', 'Each sterpus is a wumpus.', 'Trux is a wumpus.', 'Wumpuses are not blonde.', 'Trux is not blonde.']",Yes,"['Trux is a grimpus.', 'Each grimpus is a sterpus.', 'Trux is a sterpus.', 'Sterpuses are wumpuses.', 'Trux is a wumpus.', 'Each impus is blonde.', 'Impuses are zumpuses.', 'Trux is a zumpus (from statement 1).', 'Since Trux is a zumpus, it is also an impus (from statement 7).', 'Therefore, Trux is blonde (from statement 6).']",False,False
"Answer to the following question as shown in the following examples.
Gorpuses are hungry. Each lempus is not luminous. Each lorpus is a gorpus. Each brimpus is a grimpus. Each yumpus is a lorpus. Lempuses are brimpuses. Lorpuses are not luminous. Yumpuses are not heavy. Lempuses are not hungry. Grimpuses are not happy. Grom is a brimpus. Grom is a yumpus.

Question: Is Grom hungry?
Think step by step.

(1) Grom is a yumpus.
(2) Yumpuses are lorpuses.
(3) Grom is a lorpus.
(4) Lorpuses are gorpuses.
(5) Grom is a gorpus.
(6) Gorpuses are hungry.
(7) Grom is hungry.
Answer: Yes


Each sterpus is crazy. Dumpuses are brimpuses. Each sterpus is a impus. Shumpuses are crazy. Each shumpus is heavy. Shumpuses are dumpuses. Each grimpus is a sterpus. Impuses are not heavy. Brimpuses are fast. Each grimpus is blonde. Trux is a grimpus. Trux is a dumpus.

Question: Is Trux heavy?
Think step by step.
","Let's break it down step by step:

(1) Trux is a grimpus.
(2) Each grimpus is a sterpus.
(3) Trux is a sterpus.
(4) Each sterpus is crazy.
(5) Trux is crazy. (Note: This doesn't tell us anything about Trux's weight)
(6) Shumpuses are heavy.
(7) Shumpuses are dumpuses.
(8) Trux is a dumpus.
(9) Dumpuses are brimpuses.
(10) Each shumpus is heavy.
(11) Trux is not a shumpus (because Trux is a dumpus and dumpuses are not necessarily shumpuses).
(12) Therefore, we cannot conclude that Trux is heavy.

Answer: No, we cannot determine whether Trux is heavy or not based on the given information.",No,"['Trux is a grimpus.', 'Grimpuses are sterpuses.', 'Trux is a sterpus.', 'Sterpuses are impuses.', 'Trux is a impus.', 'Each impus is not heavy.', 'Trux is not heavy.']",No,"['Trux is a grimpus.', 'Each grimpus is a sterpus.', 'Trux is a sterpus.', 'Each sterpus is crazy.', ""Trux is crazy. (Note: This doesn't tell us anything about Trux's weight)"", 'Shumpuses are heavy.', 'Shumpuses are dumpuses.', 'Trux is a dumpus.', 'Dumpuses are brimpuses.', 'Each shumpus is heavy.', 'Trux is not a shumpus (because Trux is a dumpus and dumpuses are not necessarily shumpuses).', 'Therefore, we cannot conclude that Trux is heavy.']",True,False
"Answer to the following question as shown in the following examples.
Rompuses are brimpuses. Each brimpus is not luminous. Sterpuses are not luminous. Grimpuses are heavy. Brimpuses are wumpuses. Rompuses are not crazy. Each yumpus is a grimpus. Each sterpus is a yumpus. Sterpuses are not blonde. Wumpuses are blonde. Trux is a yumpus. Trux is a rompus.

Question: Is Trux blonde?
Think step by step.

(1) Trux is a rompus.
(2) Each rompus is a brimpus.
(3) Trux is a brimpus.
(4) Each brimpus is a wumpus.
(5) Trux is a wumpus.
(6) Wumpuses are blonde.
(7) Trux is blonde.
Answer: Yes


Each zumpus is a tumpus. Lempuses are hungry. Lempuses are vumpuses. Each wumpus is crazy. Zumpuses are not large. Zumpuses are not luminous. Impuses are luminous. Vumpuses are impuses. Tumpuses are wumpuses. Vumpuses are not large. Rast is a tumpus. Rast is a lempus.

Question: Is Rast luminous?
Think step by step.
","Here's the answer:

(1) Rast is a lempus.
(2) Lempuses are vumpuses.
(3) Rast is a vumpus.
(4) Vumpuses are impuses.
(5) Rast is an impus.
(6) Impuses are luminous.
(7) Rast is luminous.

Answer: Yes",Yes,"['Rast is a lempus.', 'Each lempus is a vumpus.', 'Rast is a vumpus.', 'Each vumpus is a impus.', 'Rast is a impus.', 'Each impus is luminous.', 'Rast is luminous.']",Yes,"['Rast is a lempus.', 'Lempuses are vumpuses.', 'Rast is a vumpus.', 'Vumpuses are impuses.', 'Rast is an impus.', 'Impuses are luminous.', 'Rast is luminous.']",True,True
"Answer to the following question as shown in the following examples.
Each zumpus is a vumpus. Yumpuses are grimpuses. Each shumpus is fast. Impuses are heavy. Zumpuses are happy. Each yumpus is not blonde. Each zumpus is not fast. Each vumpus is a impus. Each grimpus is happy. Each grimpus is a shumpus. Grom is a yumpus. Grom is a vumpus.

Question: Is Grom fast?
Think step by step.

(1) Grom is a yumpus.
(2) Yumpuses are grimpuses.
(3) Grom is a grimpus.
(4) Grimpuses are shumpuses.
(5) Grom is a shumpus.
(6) Each shumpus is fast.
(7) Grom is fast.
Answer: Yes


Jompuses are not crazy. Vumpuses are grimpuses. Shumpuses are heavy. Grimpuses are heavy. Grimpuses are jompuses. Each shumpus is crazy. Each brimpus is happy. Vumpuses are not large. Each shumpus is a tumpus. Tumpuses are brimpuses. Trux is a vumpus. Trux is a tumpus.

Question: Is Trux crazy?
Think step by step.
","Let's break it down step by step:

(1) Trux is a vumpus.
(2) Vumpuses are grimpuses.
(3) Trux is a grimpus.
(4) Grimpuses are jompuses.
(5) Trux is a jompus.
(6) Each shumpus is crazy. (Note: We don't have any information that connects Trux to shumpuses, so we can't conclude that Trux is crazy from this statement.)
(7) Vumpuses are not large. (This statement doesn't provide any information about Trux's craziness.)
(8) Trux is a tumpus.
(9) Tumpuses are brimpuses.
(10) Each brimpus is happy. (Again, this statement doesn't provide any information about Trux's craziness.)

Since we don't have any information that directly connects Trux to being crazy, we can't conclude that Trux is crazy. The answer is: No.",No,"['Trux is a vumpus.', 'Each vumpus is a grimpus.', 'Trux is a grimpus.', 'Grimpuses are jompuses.', 'Trux is a jompus.', 'Each jompus is not crazy.', 'Trux is not crazy.']",No,"['Trux is a vumpus.', 'Vumpuses are grimpuses.', 'Trux is a grimpus.', 'Grimpuses are jompuses.', 'Trux is a jompus.', ""Each shumpus is crazy. (Note: We don't have any information that connects Trux to shumpuses, so we can't conclude that Trux is crazy from this statement.)"", ""Vumpuses are not large. (This statement doesn't provide any information about Trux's craziness.)"", 'Trux is a tumpus.', 'Tumpuses are brimpuses.', ""Each brimpus is happy. (Again, this statement doesn't provide any information about Trux's craziness.)""]",True,False
"Answer to the following question as shown in the following examples.
Gorpuses are shumpuses. Lempuses are lorpuses. Each impus is not luminous. Each shumpus is not blonde. Lempuses are hungry. Each rompus is a gorpus. Impuses are lempuses. Each rompus is hungry. Lorpuses are not large. Rompuses are large. Jinx is a gorpus. Jinx is a impus.

Question: Is Jinx large?
Think step by step.

(1) Jinx is a impus.
(2) Impuses are lempuses.
(3) Jinx is a lempus.
(4) Each lempus is a lorpus.
(5) Jinx is a lorpus.
(6) Each lorpus is not large.
(7) Jinx is not large.
Answer: No


Dumpuses are wumpuses. Each numpus is fast. Each grimpus is not crazy. Wumpuses are grimpuses. Wumpuses are fast. Numpuses are crazy. Each dumpus is heavy. Numpuses are rompuses. Rompuses are impuses. Each impus is not hungry. Rast is a dumpus. Rast is a rompus.

Question: Is Rast crazy?
Think step by step.
","Here's the step-by-step answer:

(1) Rast is a rompus.
(2) Rompuses are impuses.
(3) Rast is an impus.
(4) Each impus is not hungry.
(5) Rast is not hungry.
(6) Numpuses are rompuses.
(7) Rast is a rompus, so Rast is a numpus.
(8) Numpuses are crazy.
(9) Rast is crazy.

Answer: Yes",No,"['Rast is a dumpus.', 'Dumpuses are wumpuses.', 'Rast is a wumpus.', 'Each wumpus is a grimpus.', 'Rast is a grimpus.', 'Each grimpus is not crazy.', 'Rast is not crazy.']",Yes,"['Rast is a rompus.', 'Rompuses are impuses.', 'Rast is an impus.', 'Each impus is not hungry.', 'Rast is not hungry.', 'Numpuses are rompuses.', 'Rast is a rompus, so Rast is a numpus.', 'Numpuses are crazy.', 'Rast is crazy.']",False,False
"Answer to the following question as shown in the following examples.
Brimpuses are luminous. Each impus is a sterpus. Shumpuses are not happy. Gorpuses are crazy. Each shumpus is a wumpus. Gorpuses are impuses. Impuses are blonde. Wumpuses are brimpuses. Sterpuses are happy. Shumpuses are blonde. Wren is a wumpus. Wren is a gorpus.

Question: Is Wren happy?
Think step by step.

(1) Wren is a gorpus.
(2) Gorpuses are impuses.
(3) Wren is a impus.
(4) Impuses are sterpuses.
(5) Wren is a sterpus.
(6) Each sterpus is happy.
(7) Wren is happy.
Answer: Yes


Zumpuses are heavy. Wumpuses are rompuses. Tumpuses are sterpuses. Each tumpus is luminous. Each rompus is a zumpus. Each yumpus is not blonde. Wumpuses are blonde. Wumpuses are not hungry. Each sterpus is a yumpus. Each sterpus is not hungry. Trux is a tumpus. Trux is a rompus.

Question: Is Trux blonde?
Think step by step.
","Let's break it down step by step:

(1) Trux is a rompus.
(2) Each rompus is a zumpus.
(3) Trux is a zumpus.
(4) Wumpuses are blonde.
(5) Wumpuses are rompuses.
(6) Therefore, Trux is a wumpus (since Trux is a rompus and rompuses are wumpuses).
(7) Wumpuses are blonde.
(8) Therefore, Trux is blonde.

Answer: Yes",No,"['Trux is a tumpus.', 'Each tumpus is a sterpus.', 'Trux is a sterpus.', 'Each sterpus is a yumpus.', 'Trux is a yumpus.', 'Each yumpus is not blonde.', 'Trux is not blonde.']",Yes,"['Trux is a rompus.', 'Each rompus is a zumpus.', 'Trux is a zumpus.', 'Wumpuses are blonde.', 'Wumpuses are rompuses.', 'Therefore, Trux is a wumpus (since Trux is a rompus and rompuses are wumpuses).', 'Wumpuses are blonde.', 'Therefore, Trux is blonde.']",False,False
"Answer to the following question as shown in the following examples.
Each yumpus is not luminous. Each lorpus is a vumpus. Each brimpus is a lorpus. Each zumpus is a lempus. Yumpuses are large. Yumpuses are zumpuses. Each lempus is tall. Each lorpus is not luminous. Each vumpus is not large. Each brimpus is fast. Grom is a zumpus. Grom is a brimpus.

Question: Is Grom large?
Think step by step.

(1) Grom is a brimpus.
(2) Each brimpus is a lorpus.
(3) Grom is a lorpus.
(4) Lorpuses are vumpuses.
(5) Grom is a vumpus.
(6) Vumpuses are not large.
(7) Grom is not large.
Answer: No


Zumpuses are rompuses. Rompuses are large. Impuses are not tall. Each zumpus is not hungry. Jompuses are fast. Rompuses are sterpuses. Each shumpus is a jompus. Impuses are large. Sterpuses are tall. Impuses are shumpuses. Grom is a shumpus. Grom is a zumpus.

Question: Is Grom tall?
Think step by step.
","Here's the answer:

(1) Grom is a zumpus.
(2) Zumpuses are rompuses.
(3) Grom is a rompus.
(4) Rompuses are large.
(5) Grom is large.
(6) Rompuses are sterpuses.
(7) Sterpuses are tall.
(8) Grom is tall.

Answer: Yes",Yes,"['Grom is a zumpus.', 'Each zumpus is a rompus.', 'Grom is a rompus.', 'Rompuses are sterpuses.', 'Grom is a sterpus.', 'Sterpuses are tall.', 'Grom is tall.']",Yes,"['Grom is a zumpus.', 'Zumpuses are rompuses.', 'Grom is a rompus.', 'Rompuses are large.', 'Grom is large.', 'Rompuses are sterpuses.', 'Sterpuses are tall.', 'Grom is tall.']",True,False
"Answer to the following question as shown in the following examples.
Each yumpus is not happy. Each grimpus is not hungry. Yumpuses are not hungry. Yumpuses are impuses. Each zumpus is a grimpus. Vumpuses are happy. Grimpuses are vumpuses. Sterpuses are large. Zumpuses are not tall. Each impus is a sterpus. Wren is a impus. Wren is a zumpus.

Question: Is Wren happy?
Think step by step.

(1) Wren is a zumpus.
(2) Each zumpus is a grimpus.
(3) Wren is a grimpus.
(4) Each grimpus is a vumpus.
(5) Wren is a vumpus.
(6) Each vumpus is happy.
(7) Wren is happy.
Answer: Yes


Brimpuses are jompuses. Each vumpus is luminous. Jompuses are tumpuses. Each vumpus is a zumpus. Dumpuses are not blonde. Brimpuses are blonde. Zumpuses are dumpuses. Brimpuses are hungry. Each tumpus is not tall. Zumpuses are hungry. Grom is a jompus. Grom is a vumpus.

Question: Is Grom blonde?
Think step by step.
","Here's the step-by-step answer:

(1) Grom is a jompus.
(2) Brimpuses are jompuses.
(3) Grom is a brimpus.
(4) Brimpuses are blonde.
(5) Grom is blonde.

Answer: Yes",No,"['Grom is a vumpus.', 'Each vumpus is a zumpus.', 'Grom is a zumpus.', 'Each zumpus is a dumpus.', 'Grom is a dumpus.', 'Each dumpus is not blonde.', 'Grom is not blonde.']",Yes,"['Grom is a jompus.', 'Brimpuses are jompuses.', 'Grom is a brimpus.', 'Brimpuses are blonde.', 'Grom is blonde.']",False,False
"Answer to the following question as shown in the following examples.
Tumpuses are not crazy. Rompuses are large. Wumpuses are large. Each wumpus is not fast. Each wumpus is a gorpus. Each rompus is a grimpus. Gorpuses are tumpuses. Each numpus is luminous. Each numpus is a rompus. Each grimpus is fast. Jinx is a gorpus. Jinx is a numpus.

Question: Is Jinx fast?
Think step by step.

(1) Jinx is a numpus.
(2) Numpuses are rompuses.
(3) Jinx is a rompus.
(4) Each rompus is a grimpus.
(5) Jinx is a grimpus.
(6) Each grimpus is fast.
(7) Jinx is fast.
Answer: Yes


Each sterpus is a tumpus. Shumpuses are blonde. Impuses are fast. Each lorpus is a shumpus. Each tumpus is a grimpus. Each grimpus is heavy. Each impus is not heavy. Each impus is a lorpus. Sterpuses are not tall. Each tumpus is fast. Jinx is a lorpus. Jinx is a sterpus.

Question: Is Jinx heavy?
Think step by step.
","Here's the step-by-step answer:

(1) Jinx is a lorpus.
(2) Each lorpus is a shumpus.
(3) Jinx is a shumpus.
(4) Shumpuses are tumpuses.
(5) Jinx is a tumpus.
(6) Each tumpus is a grimpus.
(7) Jinx is a grimpus.
(8) Each grimpus is heavy.
(9) Jinx is heavy.

Answer: Yes",Yes,"['Jinx is a sterpus.', 'Each sterpus is a tumpus.', 'Jinx is a tumpus.', 'Each tumpus is a grimpus.', 'Jinx is a grimpus.', 'Grimpuses are heavy.', 'Jinx is heavy.']",Yes,"['Jinx is a lorpus.', 'Each lorpus is a shumpus.', 'Jinx is a shumpus.', 'Shumpuses are tumpuses.', 'Jinx is a tumpus.', 'Each tumpus is a grimpus.', 'Jinx is a grimpus.', 'Each grimpus is heavy.', 'Jinx is heavy.']",True,False
"Answer to the following question as shown in the following examples.
Each shumpus is not blonde. Zumpuses are not happy. Each vumpus is a zumpus. Each brimpus is tall. Shumpuses are lorpuses. Each lorpus is a brimpus. Zumpuses are gorpuses. Each vumpus is crazy. Each shumpus is not happy. Gorpuses are blonde. Grom is a lorpus. Grom is a vumpus.

Question: Is Grom blonde?
Think step by step.

(1) Grom is a vumpus.
(2) Each vumpus is a zumpus.
(3) Grom is a zumpus.
(4) Zumpuses are gorpuses.
(5) Grom is a gorpus.
(6) Each gorpus is blonde.
(7) Grom is blonde.
Answer: Yes


Each gorpus is not blonde. Jompuses are large. Each lempus is not heavy. Each jompus is a numpus. Numpuses are blonde. Each gorpus is large. Each rompus is tall. Gorpuses are vumpuses. Lempuses are jompuses. Vumpuses are rompuses. Trux is a lempus. Trux is a vumpus.

Question: Is Trux blonde?
Think step by step.
","Let's break it down step by step:

(1) Trux is a vumpus.
(2) Vumpuses are gorpuses.
(3) Trux is a gorpuse.
(4) Gorpuses are vumpuses.
(5) Trux is a vumpus (already known).
(6) Each vumpus is a rompus.
(7) Trux is a rompus.
(8) Each rompus is a numpus.
(9) Numpuses are blonde.
(10) Trux is blonde.

Answer: Yes",Yes,"['Trux is a lempus.', 'Lempuses are jompuses.', 'Trux is a jompus.', 'Jompuses are numpuses.', 'Trux is a numpus.', 'Each numpus is blonde.', 'Trux is blonde.']",Yes,"['Trux is a vumpus.', 'Vumpuses are gorpuses.', 'Trux is a gorpuse.', 'Gorpuses are vumpuses.', 'Trux is a vumpus (already known).', 'Each vumpus is a rompus.', 'Trux is a rompus.', 'Each rompus is a numpus.', 'Numpuses are blonde.', 'Trux is blonde.']",True,False
"Answer to the following question as shown in the following examples.
Yumpuses are vumpuses. Each lempus is not blonde. Impuses are crazy. Lempuses are happy. Each yumpus is not blonde. Each impus is a yumpus. Each lempus is a brimpus. Each vumpus is not happy. Sterpuses are heavy. Each brimpus is a sterpus. Rast is a brimpus. Rast is a impus.

Question: Is Rast happy?
Think step by step.

(1) Rast is a impus.
(2) Each impus is a yumpus.
(3) Rast is a yumpus.
(4) Yumpuses are vumpuses.
(5) Rast is a vumpus.
(6) Vumpuses are not happy.
(7) Rast is not happy.
Answer: No


Gorpuses are large. Yumpuses are hungry. Brimpuses are not happy. Gorpuses are yumpuses. Yumpuses are wumpuses. Each tumpus is a lempus. Each brimpus is a tumpus. Each wumpus is happy. Each lempus is fast. Each brimpus is hungry. Trux is a gorpus. Trux is a tumpus.

Question: Is Trux happy?
Think step by step.
","Let's break it down step by step:

(1) Trux is a gorpus.
(2) Gorpuses are yumpuses.
(3) Trux is a yumpus.
(4) Yumpuses are wumpuses.
(5) Trux is a wumpus.
(6) Each wumpus is happy.
(7) Trux is happy.

Answer: Yes",Yes,"['Trux is a gorpus.', 'Gorpuses are yumpuses.', 'Trux is a yumpus.', 'Yumpuses are wumpuses.', 'Trux is a wumpus.', 'Each wumpus is happy.', 'Trux is happy.']",Yes,"['Trux is a gorpus.', 'Gorpuses are yumpuses.', 'Trux is a yumpus.', 'Yumpuses are wumpuses.', 'Trux is a wumpus.', 'Each wumpus is happy.', 'Trux is happy.']",True,True
"Answer to the following question as shown in the following examples.
Grimpuses are not luminous. Each vumpus is tall. Lempuses are not luminous. Dumpuses are not blonde. Each dumpus is a grimpus. Each lorpus is not hungry. Each lempus is not tall. Grimpuses are vumpuses. Brimpuses are lorpuses. Lempuses are brimpuses. Jinx is a dumpus. Jinx is a brimpus.

Question: Is Jinx tall?
Think step by step.

(1) Jinx is a dumpus.
(2) Dumpuses are grimpuses.
(3) Jinx is a grimpus.
(4) Grimpuses are vumpuses.
(5) Jinx is a vumpus.
(6) Each vumpus is tall.
(7) Jinx is tall.
Answer: Yes


Grimpuses are happy. Each shumpus is a vumpus. Each shumpus is not blonde. Impuses are lempuses. Jompuses are heavy. Jompuses are not blonde. Each lempus is large. Each grimpus is a shumpus. Jompuses are impuses. Vumpuses are not heavy. Rast is a impus. Rast is a grimpus.

Question: Is Rast heavy?
Think step by step.
","Here's the answer:

(1) Rast is an impus.
(2) Impuses are lempuses.
(3) Rast is a lempus.
(4) Each lempus is large. (Note: This statement doesn't tell us anything about heaviness, so we can't conclude that Rast is heavy yet.)
(5) Jompuses are impuses.
(6) Rast is an impus.
(7) Rast is a jompus. (From steps 5 and 6)
(8) Jompuses are heavy.
(9) Rast is heavy.

Answer: Yes",No,"['Rast is a grimpus.', 'Each grimpus is a shumpus.', 'Rast is a shumpus.', 'Shumpuses are vumpuses.', 'Rast is a vumpus.', 'Each vumpus is not heavy.', 'Rast is not heavy.']",Yes,"['Rast is an impus.', 'Impuses are lempuses.', 'Rast is a lempus.', ""Each lempus is large. (Note: This statement doesn't tell us anything about heaviness, so we can't conclude that Rast is heavy yet.)"", 'Jompuses are impuses.', 'Rast is an impus.', 'Rast is a jompus. (From steps 5 and 6)', 'Jompuses are heavy.', 'Rast is heavy.']",False,False
"Answer to the following question as shown in the following examples.
Sterpuses are tall. Each lorpus is a sterpus. Vumpuses are blonde. Each vumpus is a lorpus. Each yumpus is crazy. Grimpuses are dumpuses. Each lorpus is crazy. Each dumpus is fast. Yumpuses are not tall. Yumpuses are grimpuses. Grom is a grimpus. Grom is a vumpus.

Question: Is Grom tall?
Think step by step.

(1) Grom is a vumpus.
(2) Vumpuses are lorpuses.
(3) Grom is a lorpus.
(4) Each lorpus is a sterpus.
(5) Grom is a sterpus.
(6) Each sterpus is tall.
(7) Grom is tall.
Answer: Yes


Each vumpus is luminous. Grimpuses are brimpuses. Brimpuses are not happy. Each vumpus is a numpus. Each numpus is a wumpus. Lorpuses are not large. Lorpuses are not crazy. Wumpuses are crazy. Numpuses are not large. Each lorpus is a grimpus. Grom is a vumpus. Grom is a grimpus.

Question: Is Grom crazy?
Think step by step.
","Let's break it down step by step:

(1) Grom is a vumpus.
(2) Each vumpus is a numpus.
(3) Grom is a numpus.
(4) Each numpus is a wumpus.
(5) Grom is a wumpus.
(6) Wumpuses are crazy.
(7) Grom is crazy.

Answer: Yes",Yes,"['Grom is a vumpus.', 'Vumpuses are numpuses.', 'Grom is a numpus.', 'Numpuses are wumpuses.', 'Grom is a wumpus.', 'Wumpuses are crazy.', 'Grom is crazy.']",Yes,"['Grom is a vumpus.', 'Each vumpus is a numpus.', 'Grom is a numpus.', 'Each numpus is a wumpus.', 'Grom is a wumpus.', 'Wumpuses are crazy.', 'Grom is crazy.']",True,True
"Answer to the following question as shown in the following examples.
Each yumpus is blonde. Yumpuses are hungry. Each gorpus is tall. Each lempus is not hungry. Rompuses are lempuses. Gorpuses are rompuses. Each yumpus is a shumpus. Shumpuses are lorpuses. Rompuses are blonde. Lorpuses are large. Trux is a gorpus. Trux is a shumpus.

Question: Is Trux hungry?
Think step by step.

(1) Trux is a gorpus.
(2) Gorpuses are rompuses.
(3) Trux is a rompus.
(4) Rompuses are lempuses.
(5) Trux is a lempus.
(6) Each lempus is not hungry.
(7) Trux is not hungry.
Answer: No


Vumpuses are blonde. Each tumpus is a grimpus. Jompuses are not heavy. Grimpuses are sterpuses. Each jompus is a yumpus. Tumpuses are not blonde. Each yumpus is crazy. Each yumpus is a vumpus. Each sterpus is tall. Each tumpus is crazy. Rast is a jompus. Rast is a grimpus.

Question: Is Rast blonde?
Think step by step.
","Let's break it down step by step:

(1) Rast is a jompus.
(2) Each jompus is a yumpus.
(3) Rast is a yumpus.
(4) Each yumpus is a vumpus.
(5) Rast is a vumpus.
(6) Vumpuses are blonde.
(7) Rast is blonde.

Answer: Yes",Yes,"['Rast is a jompus.', 'Each jompus is a yumpus.', 'Rast is a yumpus.', 'Yumpuses are vumpuses.', 'Rast is a vumpus.', 'Each vumpus is blonde.', 'Rast is blonde.']",Yes,"['Rast is a jompus.', 'Each jompus is a yumpus.', 'Rast is a yumpus.', 'Each yumpus is a vumpus.', 'Rast is a vumpus.', 'Vumpuses are blonde.', 'Rast is blonde.']",True,True
"Answer to the following question as shown in the following examples.
Each numpus is not heavy. Each grimpus is a impus. Grimpuses are not tall. Each impus is crazy. Each brimpus is a grimpus. Shumpuses are not crazy. Each shumpus is a rompus. Shumpuses are not tall. Each brimpus is happy. Each rompus is a numpus. Wren is a rompus. Wren is a brimpus.

Question: Is Wren crazy?
Think step by step.

(1) Wren is a brimpus.
(2) Brimpuses are grimpuses.
(3) Wren is a grimpus.
(4) Each grimpus is a impus.
(5) Wren is a impus.
(6) Each impus is crazy.
(7) Wren is crazy.
Answer: Yes


Tumpuses are heavy. Each sterpus is not crazy. Sterpuses are yumpuses. Rompuses are zumpuses. Sterpuses are not tall. Each impus is not large. Each yumpus is a tumpus. Each rompus is not tall. Each impus is a rompus. Zumpuses are crazy. Rast is a impus. Rast is a yumpus.

Question: Is Rast crazy?
Think step by step.
","Here's the answer:

(1) Rast is a yumpus.
(2) Yumpuses are zumpuses.
(3) Rast is a zumpus.
(4) Zumpuses are crazy.
(5) Rast is crazy.

Answer: Yes",Yes,"['Rast is a impus.', 'Each impus is a rompus.', 'Rast is a rompus.', 'Rompuses are zumpuses.', 'Rast is a zumpus.', 'Zumpuses are crazy.', 'Rast is crazy.']",Yes,"['Rast is a yumpus.', 'Yumpuses are zumpuses.', 'Rast is a zumpus.', 'Zumpuses are crazy.', 'Rast is crazy.']",True,False
"Answer to the following question as shown in the following examples.
Each grimpus is crazy. Each dumpus is happy. Each vumpus is a dumpus. Jompuses are vumpuses. Jompuses are not crazy. Each lorpus is heavy. Sterpuses are grimpuses. Each lorpus is a sterpus. Each jompus is not fast. Sterpuses are not fast. Trux is a vumpus. Trux is a lorpus.

Question: Is Trux crazy?
Think step by step.

(1) Trux is a lorpus.
(2) Each lorpus is a sterpus.
(3) Trux is a sterpus.
(4) Sterpuses are grimpuses.
(5) Trux is a grimpus.
(6) Each grimpus is crazy.
(7) Trux is crazy.
Answer: Yes


Numpuses are not blonde. Vumpuses are gorpuses. Sterpuses are brimpuses. Each shumpus is a sterpus. Each sterpus is heavy. Vumpuses are heavy. Gorpuses are numpuses. Shumpuses are happy. Each vumpus is not fast. Brimpuses are fast. Grom is a shumpus. Grom is a gorpus.

Question: Is Grom fast?
Think step by step.
","Let's break it down step by step:

(1) Grom is a shumpus.
(2) Each shumpus is a sterpus.
(3) Grom is a sterpus.
(4) Sterpuses are brimpuses.
(5) Grom is a brimpuse.
(6) Brimpuses are fast.
(7) Grom is fast.

Answer: Yes",Yes,"['Grom is a shumpus.', 'Shumpuses are sterpuses.', 'Grom is a sterpus.', 'Sterpuses are brimpuses.', 'Grom is a brimpus.', 'Each brimpus is fast.', 'Grom is fast.']",Yes,"['Grom is a shumpus.', 'Each shumpus is a sterpus.', 'Grom is a sterpus.', 'Sterpuses are brimpuses.', 'Grom is a brimpuse.', 'Brimpuses are fast.', 'Grom is fast.']",True,True
"Answer to the following question as shown in the following examples.
Lempuses are gorpuses. Each wumpus is luminous. Wumpuses are vumpuses. Lempuses are luminous. Each vumpus is a yumpus. Each gorpus is not fast. Wumpuses are fast. Dumpuses are lempuses. Dumpuses are not heavy. Yumpuses are large. Wren is a dumpus. Wren is a vumpus.

Question: Is Wren fast?
Think step by step.

(1) Wren is a dumpus.
(2) Each dumpus is a lempus.
(3) Wren is a lempus.
(4) Each lempus is a gorpus.
(5) Wren is a gorpus.
(6) Gorpuses are not fast.
(7) Wren is not fast.
Answer: No


Jompuses are tumpuses. Each zumpus is luminous. Lempuses are brimpuses. Rompuses are tall. Each tumpus is blonde. Brimpuses are not fast. Each jompus is luminous. Each zumpus is not blonde. Zumpuses are lempuses. Rompuses are jompuses. Grom is a lempus. Grom is a rompus.

Question: Is Grom blonde?
Think step by step.
","Here's the step-by-step answer:

(1) Grom is a rompus.
(2) Rompuses are jompuses.
(3) Grom is a jompus.
(4) Each jompus is luminous.
(5) Grom is luminous.
(6) Zumpuses are lempuses.
(7) Grom is a lempus.
(8) Each zumpus is not blonde.
(9) Grom is not blonde.

Answer: No",Yes,"['Grom is a rompus.', 'Rompuses are jompuses.', 'Grom is a jompus.', 'Each jompus is a tumpus.', 'Grom is a tumpus.', 'Each tumpus is blonde.', 'Grom is blonde.']",No,"['Grom is a rompus.', 'Rompuses are jompuses.', 'Grom is a jompus.', 'Each jompus is luminous.', 'Grom is luminous.', 'Zumpuses are lempuses.', 'Grom is a lempus.', 'Each zumpus is not blonde.', 'Grom is not blonde.']",False,False
