prompt,answer,solution,solving,n_shots,cot,correct
"Solve the following expression as shown in the examples.

Expression: x= [ (88+74) -60] + (4+34)
Answer: x=[162-60] +38 = 102+38 = 140

Expression: x= [ (36-6) *29] - (4-3)
Answer: x=[30*29] -1 = 870-1 = 869

Expression: x= [ (79*9) +78] - (88+20)
Answer: x=[711+78] -108 = 789-108 = 681

Expression: x= [ (49-43) +24] - (53-29)
Answer:",6.0,6,Answer: x=[6+24] -24 = 30-24 = 6,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (98+16) -53] + (47+48)
Answer: x=[114-53] +95 = 61+95 = 156

Expression: x= [ (48-35) +38] + (3+81)
Answer: x=[13+38] +84 = 51+84 = 135

Expression: x= [ (17*13) +9] + (58+16)
Answer: x=[221+9] +74 = 230+74 = 304

Expression: x= [ (67-9) +59] - (30+64)
Answer:",23.0,23,Answer: x=[58+59] -94 = 117-94 = 23,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (38+96) +46] + (80+29)
Answer: x=[134+46] +109 = 180+109 = 289

Expression: x= [ (2+78) -10] - (75-8)
Answer: x=[80-10] -67 = 70-67 = 3

Expression: x= [ (86-46) +72] - (41+58)
Answer: x=[40+72] -99 = 112-99 = 13

Expression: x= [ (14+6) +72] + (47-5)
Answer:",134.0,134,Answer: x=[20+72] +42 = 92+42 = 134,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (12+63) -23] + (60+14)
Answer: x=[75-23] +74 = 52+74 = 126

Expression: x= [ (7+55) -7] - (61-42)
Answer: x=[62-7] -19 = 55-19 = 36

Expression: x= [ (63-26) *3] - (87+21)
Answer: x=[37*3] -108 = 111-108 = 3

Expression: x= [ (94+7) +52] + (39+71)
Answer:",263.0,263,Answer: x=[101+52] +110 = 153+110 = 263,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (32+20) +31] + (1+84)
Answer: x=[52+31] +85 = 83+85 = 168

Expression: x= [ (65+78) +10] + (95-63)
Answer: x=[143+10] +32 = 153+32 = 185

Expression: x= [ (50+39) +40] - (29+79)
Answer: x=[89+40] -108 = 129-108 = 21

Expression: x= [ (48+4) +38] + (47-36)
Answer:",101.0,101,Answer: x=[52+38] +11 = 90+11 = 101,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (46+74) +61] + (78+35)
Answer: x=[120+61] +113 = 181+113 = 294

Expression: x= [ (30+50) -46] + (1+33)
Answer: x=[80-46] +34 = 34+34 = 68

Expression: x= [ (85-49) +34] - (96-62)
Answer: x=[36+34] -34 = 70-34 = 36

Expression: x= [ (69+71) +58] + (64+67)
Answer:",329.0,329,Answer: x=[140+58] +131 = 198+131 = 329,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (36+57) +70] + (82-73)
Answer: x=[93+70] +9 = 163+9 = 172

Expression: x= [ (33+6) +32] + (11+74)
Answer: x=[39+32] +85 = 71+85 = 156

Expression: x= [ (86+43) +96] - (39+60)
Answer: x=[129+96] -99 = 225-99 = 126

Expression: x= [ (54+14) -46] + (20+92)
Answer:",134.0,134,Answer: x=[68-46] +112 = 22+112 = 134,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (8+39) +40] - (23+20)
Answer: x=[47+40] -43 = 87-43 = 44

Expression: x= [ (8*49) -16] + (83-3)
Answer: x=[392-16] +80 = 376+80 = 456

Expression: x= [ (84-68) *54] + (16-6)
Answer: x=[16*54] +10 = 864+10 = 874

Expression: x= [ (9+37) +59] - (97-85)
Answer:",93.0,93,Answer: x=[46+59] -12 = 105-12 = 93,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (58+53) +97] - (90-89)
Answer: x=[111+97] -1 = 208-1 = 207

Expression: x= [ (30+40) +19] - (39-4)
Answer: x=[70+19] -35 = 89-35 = 54

Expression: x= [ (77+51) +29] - (36+25)
Answer: x=[128+29] -61 = 157-61 = 96

Expression: x= [ (85+10) +73] - (35+82)
Answer:",51.0,51,Answer: x=[95+73] -117 = 168-117 = 51,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (42-5) -7] + (38+80)
Answer: x=[37-7] +118 = 30+118 = 148

Expression: x= [ (9*42) -40] + (96-10)
Answer: x=[378-40] +86 = 338+86 = 424

Expression: x= [ (98+30) +12] - (28*1)
Answer: x=[128+12] -28 = 140-28 = 112

Expression: x= [ (23*7) -2] + (52+28)
Answer:",239.0,239,Answer: x=[161-2] +80 = 159+80 = 239,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (97+60) +52] - (88-68)
Answer: x=[157+52] -20 = 209-20 = 189

Expression: x= [ (66+77) +57] - (18*3)
Answer: x=[143+57] -54 = 200-54 = 146

Expression: x= [ (74*5) +38] + (65+40)
Answer: x=[370+38] +105 = 408+105 = 513

Expression: x= [ (76+55) -8] + (93+8)
Answer:",224.0,224,Answer: x=[131-8] +101 = 123+101 = 224,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (7+78) +38] - (84-18)
Answer: x=[85+38] -66 = 123-66 = 57

Expression: x= [ (22*23) -56] + (56+59)
Answer: x=[506-56] +115 = 450+115 = 565

Expression: x= [ (53+87) -1] + (20+17)
Answer: x=[140-1] +37 = 139+37 = 176

Expression: x= [ (86+30) -16] - (90-9)
Answer:",19.0,19,Answer: x=[116-16] -81 = 100-81 = 19,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (3*90) +43] - (97-12)
Answer: x=[270+43] -85 = 313-85 = 228

Expression: x= [ (13+32) -15] - (45-32)
Answer: x=[45-15] -13 = 30-13 = 17

Expression: x= [ (51*19) -7] + (21-19)
Answer: x=[969-7] +2 = 962+2 = 964

Expression: x= [ (57+2) +10] - (36+9)
Answer:",24.0,24,Answer: x=[59+10] -45 = 69-45 = 24,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (31+81) -43] + (57+40)
Answer: x=[112-43] +97 = 69+97 = 166

Expression: x= [ (28+89) +46] - (78+58)
Answer: x=[117+46] -136 = 163-136 = 27

Expression: x= [ (51-32) -11] + (31*3)
Answer: x=[19-11] +93 = 8+93 = 101

Expression: x= [ (33+76) +50] + (14+17)
Answer:",190.0,190,Answer: x=[109+50] +31 = 159+31 = 190,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (75-38) +21] - (1+20)
Answer: x=[37+21] -21 = 58-21 = 37

Expression: x= [ (58+84) +95] - (15*12)
Answer: x=[142+95] -180 = 237-180 = 57

Expression: x= [ (46+84) +28] - (19+36)
Answer: x=[130+28] -55 = 158-55 = 103

Expression: x= [ (75+8) -1] + (5*54)
Answer:",352.0,352,Answer: x=[83-1] +270 = 82+270 = 352,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (90-41) -13] + (98-58)
Answer: x=[49-13] +40 = 36+40 = 76

Expression: x= [ (38+13) -40] + (13*13)
Answer: x=[51-40] +169 = 11+169 = 180

Expression: x= [ (91-5) +17] + (42+33)
Answer: x=[86+17] +75 = 103+75 = 178

Expression: x= [ (53-48) +49] + (38-9)
Answer:",83.0,83,Answer: x=[5+49] +29 = 54+29 = 83,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (51-30) *12] - (2+22)
Answer: x=[21*12] -24 = 252-24 = 228

Expression: x= [ (29+45) +74] + (16+53)
Answer: x=[74+74] +69 = 148+69 = 217

Expression: x= [ (85+81) +61] + (77-61)
Answer: x=[166+61] +16 = 227+16 = 243

Expression: x= [ (3+57) -37] + (11+55)
Answer:",89.0,89,Answer: x=[60-37] +66 = 23+66 = 89,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (3+58) +47] - (31+16)
Answer: x=[61+47] -47 = 108-47 = 61

Expression: x= [ (86-74) +25] + (28+35)
Answer: x=[12+25] +63 = 37+63 = 100

Expression: x= [ (17+37) +1] + (5+56)
Answer: x=[54+1] +61 = 55+61 = 116

Expression: x= [ (79-62) +29] + (91+30)
Answer:",167.0,167,Answer: x=[17+29] +121 = 46+121 = 167,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (34+18) -41] + (12-12)
Answer: x=[52-41] +0 = 11+0 = 11

Expression: x= [ (12*64) +56] - (81-64)
Answer: x=[768+56] -17 = 824-17 = 807

Expression: x= [ (3+49) +90] - (88-83)
Answer: x=[52+90] -5 = 142-5 = 137

Expression: x= [ (30-23) -6] + (85-36)
Answer:",50.0,50,Answer: x=[7-6] +49 = 1+49 = 50,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (62+33) -44] + (38-38)
Answer: x=[95-44] +0 = 51+0 = 51

Expression: x= [ (91-83) +98] + (66-18)
Answer: x=[8+98] +48 = 106+48 = 154

Expression: x= [ (36+85) -85] + (85-1)
Answer: x=[121-85] +84 = 36+84 = 120

Expression: x= [ (56+68) +82] - (12+96)
Answer:",98.0,98,Answer: x=[124+82] -108 = 206-108 = 98,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (81+83) +66] + (32+11)
Answer: x=[164+66] +43 = 230+43 = 273

Expression: x= [ (17-2) *20] + (52+59)
Answer: x=[15*20] +111 = 300+111 = 411

Expression: x= [ (73+20) *4] + (20+79)
Answer: x=[93*4] +99 = 372+99 = 471

Expression: x= [ (9+73) -49] + (25+42)
Answer:",100.0,100,Answer: x=[82-49] +67 = 33+67 = 100,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (53+36) -14] - (61-47)
Answer: x=[89-14] -14 = 75-14 = 61

Expression: x= [ (79-64) +14] - (3+20)
Answer: x=[15+14] -23 = 29-23 = 6

Expression: x= [ (38+46) +62] + (92-83)
Answer: x=[84+62] +9 = 146+9 = 155

Expression: x= [ (71+69) -10] + (41+75)
Answer:",246.0,246,Answer: x=[140-10] +116 = 130+116 = 246,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (9*64) -74] + (62-42)
Answer: x=[576-74] +20 = 502+20 = 522

Expression: x= [ (94-42) +52] - (37+50)
Answer: x=[52+52] -87 = 104-87 = 17

Expression: x= [ (63-42) +14] - (50-37)
Answer: x=[21+14] -13 = 35-13 = 22

Expression: x= [ (23-15) *34] - (34+7)
Answer:",231.0,231,Answer: x=[8*34] -41 = 272-41 = 231,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (75-29) +1] + (75+78)
Answer: x=[46+1] +153 = 47+153 = 200

Expression: x= [ (88-57) +98] + (34+34)
Answer: x=[31+98] +68 = 129+68 = 197

Expression: x= [ (4+90) -23] + (53+87)
Answer: x=[94-23] +140 = 71+140 = 211

Expression: x= [ (79+26) -87] + (21+90)
Answer:",129.0,129,Answer: x=[105-87] +111 = 18+111 = 129,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (53+54) +88] + (77-18)
Answer: x=[107+88] +59 = 195+59 = 254

Expression: x= [ (74+11) *5] - (81+95)
Answer: x=[85*5] -176 = 425-176 = 249

Expression: x= [ (67-42) +7] + (69+46)
Answer: x=[25+7] +115 = 32+115 = 147

Expression: x= [ (39+96) +1] + (84-70)
Answer:",150.0,150,Answer: x=[135+1] +14 = 136+14 = 150,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (37+80) *23] - (40*43)
Answer: x=[117*23] -1720 = 2691-1720 = 971

Expression: x= [ (6+89) +91] - (47+77)
Answer: x=[95+91] -124 = 186-124 = 62

Expression: x= [ (48*11) -85] + (69+21)
Answer: x=[528-85] +90 = 443+90 = 533

Expression: x= [ (80+85) +56] - (42+12)
Answer:",167.0,167,Answer: x=[165+56] -54 = 221-54 = 167,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (37+50) +7] + (57-55)
Answer: x=[87+7] +2 = 94+2 = 96

Expression: x= [ (34*8) +29] - (51+91)
Answer: x=[272+29] -142 = 301-142 = 159

Expression: x= [ (62+98) *13] - (71*21)
Answer: x=[160*13] -1491 = 2080-1491 = 589

Expression: x= [ (91+71) +12] + (76-32)
Answer:",218.0,218,Answer: x=[162+12] +44 = 174+44 = 218,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (96+33) +92] + (56-5)
Answer: x=[129+92] +51 = 221+51 = 272

Expression: x= [ (92+40) +86] - (7+62)
Answer: x=[132+86] -69 = 218-69 = 149

Expression: x= [ (83-15) +70] + (5*81)
Answer: x=[68+70] +405 = 138+405 = 543

Expression: x= [ (78*4) -17] + (15+48)
Answer:",358.0,358,Answer: x=[312-17] +63 = 295+63 = 358,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (92+19) -24] + (29+80)
Answer: x=[111-24] +109 = 87+109 = 196

Expression: x= [ (79-33) +23] + (89+4)
Answer: x=[46+23] +93 = 69+93 = 162

Expression: x= [ (23+75) +21] - (24+6)
Answer: x=[98+21] -30 = 119-30 = 89

Expression: x= [ (46-14) +67] + (66-6)
Answer:",159.0,159,Answer: x=[32+67] +60 = 99+60 = 159,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (73+33) +32] - (38-11)
Answer: x=[106+32] -27 = 138-27 = 111

Expression: x= [ (51+76) -95] + (93-36)
Answer: x=[127-95] +57 = 32+57 = 89

Expression: x= [ (55-21) -1] + (26+67)
Answer: x=[34-1] +93 = 33+93 = 126

Expression: x= [ (11*68) +38] - (88-47)
Answer:",745.0,745,Answer: x=[748+38] -41 = 786-41 = 745,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (50-25) -23] * (49-10)
Answer: x=[25-23] *39 = 2*39 = 78

Expression: x= [ (46-4) +59] + (91+22)
Answer: x=[42+59] +113 = 101+113 = 214

Expression: x= [ (90-38) +64] + (36+83)
Answer: x=[52+64] +119 = 116+119 = 235

Expression: x= [ (20+57) +42] + (90-59)
Answer:",150.0,150,Answer: x=[77+42] +31 = 119+31 = 150,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (46+19) +59] - (68-62)
Answer: x=[65+59] -6 = 124-6 = 118

Expression: x= [ (6+59) +17] + (34+9)
Answer: x=[65+17] +43 = 82+43 = 125

Expression: x= [ (91+53) +62] + (41+60)
Answer: x=[144+62] +101 = 206+101 = 307

Expression: x= [ (86-15) +13] + (61+75)
Answer:",220.0,220,Answer: x=[71+13] +136 = 84+136 = 220,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (7+22) *21] + (8+30)
Answer: x=[29*21] +38 = 609+38 = 647

Expression: x= [ (67-28) +41] + (54-42)
Answer: x=[39+41] +12 = 80+12 = 92

Expression: x= [ (75-61) +54] - (47-22)
Answer: x=[14+54] -25 = 68-25 = 43

Expression: x= [ (77+64) +75] + (63+20)
Answer:",299.0,299,Answer: x=[141+75] +83 = 216+83 = 299,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (71+72) +39] - (74-74)
Answer: x=[143+39] -0 = 182-0 = 182

Expression: x= [ (59+56) +42] + (23*17)
Answer: x=[115+42] +391 = 157+391 = 548

Expression: x= [ (44*17) +30] + (15+81)
Answer: x=[748+30] +96 = 778+96 = 874

Expression: x= [ (62*6) -1] - (6*34)
Answer:",167.0,167,Answer: x=[372-1] -204 = 371-204 = 167,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (45-33) +89] + (48+89)
Answer: x=[12+89] +137 = 101+137 = 238

Expression: x= [ (34+96) -7] + (26+42)
Answer: x=[130-7] +68 = 123+68 = 191

Expression: x= [ (12*4) -16] + (50+36)
Answer: x=[48-16] +86 = 32+86 = 118

Expression: x= [ (92-7) +59] - (87-7)
Answer:",64.0,64,Answer: x=[85+59] -80 = 144-80 = 64,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (53+92) +76] + (79+93)
Answer: x=[145+76] +172 = 221+172 = 393

Expression: x= [ (63+62) -75] + (19+40)
Answer: x=[125-75] +59 = 50+59 = 109

Expression: x= [ (35+26) +93] - (1+69)
Answer: x=[61+93] -70 = 154-70 = 84

Expression: x= [ (23+55) +85] - (33+13)
Answer:",117.0,117,Answer: x=[78+85] -46 = 163-46 = 117,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (1+36) +29] + (13+67)
Answer: x=[37+29] +80 = 66+80 = 146

Expression: x= [ (62-11) -28] + (80+32)
Answer: x=[51-28] +112 = 23+112 = 135

Expression: x= [ (62+87) -82] + (69-58)
Answer: x=[149-82] +11 = 67+11 = 78

Expression: x= [ (44+56) +21] + (34+48)
Answer:",203.0,203,Answer: x=[100+21] +82 = 121+82 = 203,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (4+42) +63] - (63+9)
Answer: x=[46+63] -72 = 109-72 = 37

Expression: x= [ (21+41) -53] + (57-54)
Answer: x=[62-53] +3 = 9+3 = 12

Expression: x= [ (98+23) +95] - (37+89)
Answer: x=[121+95] -126 = 216-126 = 90

Expression: x= [ (58+40) -55] + (11+17)
Answer:",71.0,71,Answer: x=[98-55] +28 = 43+28 = 71,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (37+52) -42] + (71+11)
Answer: x=[89-42] +82 = 47+82 = 129

Expression: x= [ (41+56) +78] + (73+94)
Answer: x=[97+78] +167 = 175+167 = 342

Expression: x= [ (3+10) +71] - (26+18)
Answer: x=[13+71] -44 = 84-44 = 40

Expression: x= [ (53+16) +94] - (1+58)
Answer:",104.0,104,Answer: x=[69+94] -59 = 163-59 = 104,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (6+51) -24] - (18+13)
Answer: x=[57-24] -31 = 33-31 = 2

Expression: x= [ (33-2) +96] - (11+10)
Answer: x=[31+96] -21 = 127-21 = 106

Expression: x= [ (87+21) +17] + (52-31)
Answer: x=[108+17] +21 = 125+21 = 146

Expression: x= [ (59-15) +92] + (66+87)
Answer:",289.0,289,Answer: x=[44+92] +153 = 136+153 = 289,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (3+18) +25] + (4*73)
Answer: x=[21+25] +292 = 46+292 = 338

Expression: x= [ (27-7) +28] + (18+46)
Answer: x=[20+28] +64 = 48+64 = 112

Expression: x= [ (3*46) *21] - (33*76)
Answer: x=[138*21] -2508 = 2898-2508 = 390

Expression: x= [ (65+66) -78] - (28-15)
Answer:",40.0,40,Answer: x=[131-78] -13 = 53-13 = 40,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (16+46) -38] + (26-7)
Answer: x=[62-38] +19 = 24+19 = 43

Expression: x= [ (77+18) +28] - (3+32)
Answer: x=[95+28] -35 = 123-35 = 88

Expression: x= [ (30+85) -43] - (31+36)
Answer: x=[115-43] -67 = 72-67 = 5

Expression: x= [ (67-45) +80] - (45-26)
Answer:",83.0,83,Answer: x=[22+80] -19 = 102-19 = 83,3,True,True
"Solve the following expression as shown in the examples.

Expression: x= [ (74*4) -53] + (16-3)
Answer: x=256

Expression: x= [ (17+79) +39] + (10+54)
Answer: x=199

Expression: x= [ (65+52) -62] + (29-17)
Answer: x=67

Expression: x= [ (71-17) -48] + (67+51)
Answer:",143.0,124,Answer: x=[54-48] +118 = 6+118 = 124,3,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (65+72) -46] - (95-95)
Answer: x=91

Expression: x= [ (70+13) -39] + (18+32)
Answer: x=94

Expression: x= [ (22+73) +26] + (17-14)
Answer: x=124

Expression: x= [ (54+35) -40] - (24-23)
Answer:",94.0,48,Answer: x=[89-40] -1 = 49-1 = 48,3,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (16+42) +71] + (62-1)
Answer: x=190

Expression: x= [ (51+47) +11] + (93+20)
Answer: x=222

Expression: x= [ (68+11) +66] - (38+16)
Answer: x=91

Expression: x= [ (27+31) +35] + (60+28)
Answer:",162.0,181,Answer: x=[58+35] +88 = 93+88 = 181,3,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (7*64) -51] - (76+90)
Answer: x=231

Expression: x= [ (37-19) +26] + (16*33)
Answer: x=572

Expression: x= [ (42-15) +96] - (39-24)
Answer: x=108

Expression: x= [ (57+45) +26] + (61+55)
Answer:",234.0,244,Answer: x=[102+26] +116 = 128+116 = 244,3,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (33*5) -33] + (98-48)
Answer: x=182

Expression: x= [ (51+42) -64] + (97+24)
Answer: x=150

Expression: x= [ (71+42) +37] + (33+35)
Answer: x=218

Expression: x= [ (51+55) +71] + (24-20)
Answer:",221.0,181,Answer: x=[106+71] +4 = 177+4 = 181,3,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (49+24) +72] + (96+70)
Answer: x=311

Expression: x= [ (88+19) -45] + (26+34)
Answer: x=122

Expression: x= [ (7+1) -1] * (13+55)
Answer: x=476

Expression: x= [ (26+41) +51] - (43-26)
Answer:",118.0,101,Answer: x=[67+51] -17 = 118-17 = 101,3,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (2+93) +31] + (40*8)
Answer: x=446

Expression: x= [ (87-12) +42] + (32+62)
Answer: x=211

Expression: x= [ (56+33) +83] - (94-55)
Answer: x=133

Expression: x= [ (29+39) -21] - (6+28)
Answer:",41.0,13,Answer: x=[68-21] -34 = 47-34 = 13,3,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (38+11) -4] - (21+4)
Answer: x=20

Expression: x= [ (8*59) +30] - (72+12)
Answer: x=418

Expression: x= [ (23+53) +70] - (24+74)
Answer: x=48

Expression: x= [ (36-28) +55] + (32*11)
Answer:",434.0,415,Answer: x=[8+55] +352 = 63+352 = 415,3,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (92-9) +29] + (21+67)
Answer: x=200

Expression: x= [ (56+41) +22] + (12+33)
Answer: x=164

Expression: x= [ (49+81) -89] + (18+21)
Answer: x=80

Expression: x= [ (26+45) -57] + (94-36)
Answer:",128.0,72,Answer: x=[71-57] +58 = 14+58 = 72,3,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (25-14) +10] + (72+93)
Answer: x=186

Expression: x= [ (8+95) +42] + (8+95)
Answer: x=248

Expression: x= [ (69+17) +91] - (89+80)
Answer: x=8

Expression: x= [ (82*1) +73] - (38+43)
Answer:",117.0,74,Answer: x=[82+73] -81 = 155-81 = 74,3,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (64+34) +76] - (87-30)
Answer: x=117

Expression: x= [ (70+66) +88] + (19+92)
Answer: x=335

Expression: x= [ (9-3) *60] - (56+3)
Answer: x=301

Expression: x= [ (94-86) +84] + (63+8)
Answer:",169.0,163,Answer: x=[8+84] +71 = 92+71 = 163,3,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (93+86) +56] - (29+79)
Answer: x=127

Expression: x= [ (71+32) -19] + (78+96)
Answer: x=258

Expression: x= [ (66+47) -64] + (5+93)
Answer: x=147

Expression: x= [ (11+31) +21] + (98+94)
Answer:",255.0,255,Answer: x=[42+21] +192 = 63+192 = 255,3,False,True
"Solve the following expression as shown in the examples.

Expression: x= [ (15*33) +27] + (97+13)
Answer: x=632

Expression: x= [ (98+97) +74] - (57-43)
Answer: x=255

Expression: x= [ (55+4) +5] + (46-21)
Answer: x=89

Expression: x= [ (45-8) +62] * (24-23)
Answer:",120.0,99,Answer: x=[37+62] *1 = 99*1 = 99,3,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (77-34) +44] + (31+19)
Answer: x=137

Expression: x= [ (57+37) -62] * (4+6)
Answer: x=320

Expression: x= [ (71-67) *27] - (38+68)
Answer: x=2

Expression: x= [ (95+88) -18] + (62+79)
Answer:",244.0,306,Answer: x=[183-18] +141 = 165+141 = 306,3,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (37+27) *10] + (57-36)
Answer: x=661

Expression: x= [ (20+86) -74] + (15+30)
Answer: x=77

Expression: x= [ (96-23) +20] + (98-62)
Answer: x=129

Expression: x= [ (44+90) +60] - (84-56)
Answer:",210.0,166,Answer: x=[134+60] -28 = 194-28 = 166,3,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (96+51) -64] + (25+49)
Answer: x=157

Expression: x= [ (33+56) -29] + (44-6)
Answer: x=98

Expression: x= [ (3+28) +7] * (25*1)
Answer: x=950

Expression: x= [ (13*52) -82] + (59-48)
Answer:",231.0,605,Answer: x=[676-82] +11 = 594+11 = 605,3,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (91-5) -47] + (32+62)
Answer: x=133

Expression: x= [ (21+22) +62] + (43+3)
Answer: x=151

Expression: x= [ (86+31) -85] + (11*35)
Answer: x=417

Expression: x= [ (49+72) +59] + (7+71)
Answer:",251.0,258,Answer: x=[121+59] +78 = 180+78 = 258,3,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (11*83) -63] + (49-3)
Answer: x=896

Expression: x= [ (81-22) -59] + (13*50)
Answer: x=650

Expression: x= [ (1*92) +98] + (12+3)
Answer: x=205

Expression: x= [ (7+92) +3] - (3+45)
Answer:",67.0,54,Answer: x=[99+3] -48 = 102-48 = 54,3,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (37+16) +76] - (71-45)
Answer: x=103

Expression: x= [ (24+77) -76] + (9-8)
Answer: x=26

Expression: x= [ (54+46) +96] + (45+76)
Answer: x=317

Expression: x= [ (57+27) +63] + (55+51)
Answer:",235.0,253,Answer: x=[84+63] +106 = 147+106 = 253,3,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (89-73) -10] + (70+11)
Answer: x=87

Expression: x= [ (20*11) -4] + (8-7)
Answer: x=217

Expression: x= [ (17+4) +6] * (18+1)
Answer: x=513

Expression: x= [ (54+59) -78] + (78+38)
Answer:",71.0,151,Answer: x=[113-78] +116 = 35+116 = 151,3,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (49-16) +35] + (13+95)
Answer: x=176

Expression: x= [ (57-49) *35] - (58-50)
Answer: x=272

Expression: x= [ (67-24) *13] + (54+39)
Answer: x=652

Expression: x= [ (66+42) -73] + (93+48)
Answer:",342.0,176,Answer: x=[108-73] +141 = 35+141 = 176,3,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (53+45) +17] * (38-35)
Answer: x=345

Expression: x= [ (98+92) +63] - (2+32)
Answer: x=219

Expression: x= [ (71+36) +61] - (51+46)
Answer: x=71

Expression: x= [ (88+36) +68] - (83-53)
Answer:",143.0,162,Answer: x=[124+68] -30 = 192-30 = 162,3,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (94+14) -27] + (40+61)
Answer: x=182

Expression: x= [ (98-24) +69] + (96+19)
Answer: x=258

Expression: x= [ (3*55) -46] + (24-13)
Answer: x=130

Expression: x= [ (85+17) +40] - (61+18)
Answer:",144.0,63,Answer: x=[102+40] -79 = 142-79 = 63,3,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (13*30) -38] + (54-52)
Answer: x=354

Expression: x= [ (82-68) +62] - (47-9)
Answer: x=38

Expression: x= [ (80+65) +71] + (81-76)
Answer: x=221

Expression: x= [ (84+1) -38] - (2+23)
Answer:",42.0,22,Answer: x=[85-38] -25 = 47-25 = 22,3,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (30+59) +16] - (35+41)
Answer: x=29

Expression: x= [ (62+49) +78] + (30+79)
Answer: x=298

Expression: x= [ (72+77) +47] + (36+49)
Answer: x=281

Expression: x= [ (54+67) +63] - (19-17)
Answer:",241.0,182,Answer: x=[121+63] -2 = 184-2 = 182,3,False,False
"Solve the following expression as shown in the examples.

Expression: x= [ (84+78) -84] - (12+60)
Answer: x=6

Expression: x= [ (54+18) -34] - (73-37)
Answer: x=2

Expression: x= [ (37+11) +13] + (89-7)
Answer: x=143

Expression: x= [ (18+59) -9] * (13-10)
Answer:",0.0,204,Answer: x=[77-9] *3 = 68*3 = 204,3,False,False
